YEAR,FIPS,COUNTY,STATE,% INACTIVE
2018,46091,Marshall County,South Dakota,18
2018,46087,Mccook County,South Dakota,17
2018,46089,Mcpherson County,South Dakota,16.3
2018,46097,Miner County,South Dakota,13.7
2018,46101,Moody County,South Dakota,17.3
2018,46105,Perkins County,South Dakota,18.5
2018,46107,Potter County,South Dakota,17.9
2018,46111,Sanborn County,South Dakota,16.6
2018,46115,Spink County,South Dakota,17.1
2018,46117,Stanley County,South Dakota,13.2
2018,46119,Sully County,South Dakota,15.5
2018,46123,Tripp County,South Dakota,16.9
2018,46125,Turner County,South Dakota,19.4
2018,46127,Union County,South Dakota,14.1
2018,46129,Walworth County,South Dakota,16.9
2018,46135,Yankton County,South Dakota,17.7
2018,47005,Benton County,Tennessee,18.5
2018,47015,Cannon County,Tennessee,17.5
2018,47021,Cheatham County,Tennessee,14.1
2018,47023,Chester County,Tennessee,17.2
2018,47027,Clay County,Tennessee,14.9
2018,47033,Crockett County,Tennessee,19.5
2018,47043,Dickson County,Tennessee,17.5
2018,47049,Fentress County,Tennessee,19.4
2018,47061,Grundy County,Tennessee,17.7
2018,47067,Hancock County,Tennessee,15.3
2018,47081,Hickman County,Tennessee,19.4
2018,47083,Houston County,Tennessee,14.6
2018,47085,Humphreys County,Tennessee,16.3
2018,47091,Johnson County,Tennessee,17.7
2018,47095,Lake County,Tennessee,16.2
2018,47101,Lewis County,Tennessee,17.3
2018,47105,Loudon County,Tennessee,19.1
2018,47127,Moore County,Tennessee,14.9
2018,47129,Morgan County,Tennessee,18.4
2018,47135,Perry County,Tennessee,15
2018,47137,Pickett County,Tennessee,16.5
2018,47143,Rhea County,Tennessee,19
2018,47145,Roane County,Tennessee,19.4
2018,47153,Sequatchie County,Tennessee,19.3
2018,47159,Smith County,Tennessee,19.3
2018,47161,Stewart County,Tennessee,12.6
2018,47169,Trousdale County,Tennessee,17.5
2018,47171,Unicoi County,Tennessee,18
2018,47175,Van Buren County,Tennessee,15.8
2018,47187,Williamson County,Tennessee,16.8
2018,48003,Andrews County,Texas,15.9
2018,48007,Aransas County,Texas,17.3
2018,48009,Archer County,Texas,15.2
2018,48011,Armstrong County,Texas,14.2
2018,48013,Atascosa County,Texas,15
2018,48017,Bailey County,Texas,13.4
2018,48019,Bandera County,Texas,14.9
2018,48023,Baylor County,Texas,14.1
2018,48025,Bee County,Texas,13.8
2018,48031,Blanco County,Texas,15.1
2018,48033,Borden County,Texas,13.8
2018,48035,Bosque County,Texas,14.3
2018,48037,Bowie County,Texas,18.4
2018,48043,Brewster County,Texas,13.8
2018,48045,Briscoe County,Texas,13.9
2018,48047,Brooks County,Texas,13.6
2018,48049,Brown County,Texas,17.6
2018,48051,Burleson County,Texas,15.2
2018,48053,Burnet County,Texas,16
2018,48055,Caldwell County,Texas,18.5
2018,48057,Calhoun County,Texas,14.6
2018,48059,Callahan County,Texas,14.2
2018,48063,Camp County,Texas,14.4
2018,48065,Carson County,Texas,14
2018,48067,Cass County,Texas,14.7
2018,48069,Castro County,Texas,14.1
2018,48071,Chambers County,Texas,14.2
2018,48075,Childress County,Texas,14.2
2018,48079,Cochran County,Texas,14.4
2018,48081,Coke County,Texas,14.1
2018,48083,Coleman County,Texas,14.5
2018,48085,Collin County,Texas,18.7
2018,48087,Collingsworth County,Texas,14.3
2018,48089,Colorado County,Texas,15.8
2018,48091,Comal County,Texas,18.6
2018,48093,Comanche County,Texas,14.1
2018,48095,Concho County,Texas,13.8
2018,48097,Cooke County,Texas,14.2
2018,48101,Cottle County,Texas,14.2
2018,48103,Crane County,Texas,13.9
2018,48105,Crockett County,Texas,14.1
2018,48107,Crosby County,Texas,14.5
2018,48109,Culberson County,Texas,14.5
2018,48111,Dallam County,Texas,15.7
2018,48115,Dawson County,Texas,14.2
2018,48117,Deaf Smith County,Texas,13.9
2018,48119,Delta County,Texas,14.2
2018,48123,Dewitt County,Texas,14.6
2018,48125,Dickens County,Texas,14.5
2018,48127,Dimmit County,Texas,13.9
2018,48129,Donley County,Texas,14.1
2018,48131,Duval County,Texas,14.1
2018,48133,Eastland County,Texas,14.1
2018,48137,Edwards County,Texas,14
2018,48143,Erath County,Texas,14.8
2018,48145,Falls County,Texas,14.7
2018,48147,Fannin County,Texas,14.1
2018,48149,Fayette County,Texas,14.4
2018,48151,Fisher County,Texas,13.9
2018,48153,Floyd County,Texas,13.9
2018,48155,Foard County,Texas,13.8
2018,48157,Fort Bend County,Texas,17.6
2018,48159,Franklin County,Texas,14.2
2018,48161,Freestone County,Texas,16.9
2018,48163,Frio County,Texas,13.8
2018,48165,Gaines County,Texas,15.4
2018,48169,Garza County,Texas,14
2018,48171,Gillespie County,Texas,14.2
2018,48173,Glasscock County,Texas,14
2018,48175,Goliad County,Texas,13.6
2018,48177,Gonzales County,Texas,14.4
2018,48179,Gray County,Texas,14.5
2018,48181,Grayson County,Texas,16.6
2018,48183,Gregg County,Texas,16.3
2018,48187,Guadalupe County,Texas,18.7
2018,48189,Hale County,Texas,14.4
2018,48191,Hall County,Texas,14.5
2018,48193,Hamilton County,Texas,14.3
2018,48195,Hansford County,Texas,13.9
2018,48197,Hardeman County,Texas,16.9
2018,48199,Hardin County,Texas,18.4
2018,48203,Harrison County,Texas,18.6
2018,48205,Hartley County,Texas,14.2
2018,48207,Haskell County,Texas,15.8
2018,48209,Hays County,Texas,16.9
2018,48211,Hemphill County,Texas,14.4
2018,48219,Hockley County,Texas,15.2
2018,48221,Hood County,Texas,16.1
2018,48223,Hopkins County,Texas,14.2
2018,48225,Houston County,Texas,18.5
2018,48227,Howard County,Texas,16.5
2018,48229,Hudspeth County,Texas,14.4
2018,48233,Hutchinson County,Texas,15.2
2018,48235,Irion County,Texas,14.2
2018,48237,Jack County,Texas,14.5
2018,48239,Jackson County,Texas,14.3
2018,48241,Jasper County,Texas,18.7
2018,48243,Jeff Davis County,Texas,14
2018,48247,Jim Hogg County,Texas,14.2
2018,48249,Jim Wells County,Texas,13.9
2018,48253,Jones County,Texas,15.5
2018,48255,Karnes County,Texas,14.6
2018,48259,Kendall County,Texas,15.4
2018,48261,Kenedy County,Texas,14
2018,48263,Kent County,Texas,14.2
2018,48265,Kerr County,Texas,15.4
2018,48267,Kimble County,Texas,14.4
2018,48269,King County,Texas,13.9
2018,48271,Kinney County,Texas,13.8
2018,48273,Kleberg County,Texas,13.6
2018,48275,Knox County,Texas,13.6
2018,48283,La Salle County,Texas,14.2
2018,48279,Lamb County,Texas,14.7
2018,48281,Lampasas County,Texas,14
2018,48285,Lavaca County,Texas,14.9
2018,48287,Lee County,Texas,17.7
2018,48289,Leon County,Texas,15.5
2018,48291,Liberty County,Texas,18.9
2018,48293,Limestone County,Texas,17.2
2018,48295,Lipscomb County,Texas,14
2018,48297,Live Oak County,Texas,15.9
2018,48299,Llano County,Texas,13.6
2018,48301,Loving County,Texas,14.3
2018,48303,Lubbock County,Texas,18.9
2018,48305,Lynn County,Texas,13.8
2018,48313,Madison County,Texas,15.3
2018,48315,Marion County,Texas,14.8
2018,48317,Martin County,Texas,13.9
2018,48319,Mason County,Texas,15.3
2018,48321,Matagorda County,Texas,15.6
2018,48323,Maverick County,Texas,14.1
2018,48307,Mcculloch County,Texas,13.8
2018,48309,Mclennan County,Texas,18.4
2018,48311,Mcmullen County,Texas,14
2018,48325,Medina County,Texas,14.7
2018,48327,Menard County,Texas,14.1
2018,48331,Milam County,Texas,18.4
2018,48333,Mills County,Texas,14
2018,48335,Mitchell County,Texas,13.7
2018,48337,Montague County,Texas,18.3
2018,48339,Montgomery County,Texas,16.1
2018,48341,Moore County,Texas,14.5
2018,48343,Morris County,Texas,14.5
2018,48345,Motley County,Texas,15.2
2018,48349,Navarro County,Texas,19.1
2018,48351,Newton County,Texas,13.7
2018,48353,Nolan County,Texas,14
2018,48357,Ochiltree County,Texas,14.6
2018,48359,Oldham County,Texas,14.1
2018,48363,Palo Pinto County,Texas,15.9
2018,48365,Panola County,Texas,13.4
2018,48369,Parmer County,Texas,14.4
2018,48371,Pecos County,Texas,15
2018,48373,Polk County,Texas,18
2018,48375,Potter County,Texas,14.1
2018,48377,Presidio County,Texas,15.1
2018,48379,Rains County,Texas,13.5
2018,48383,Reagan County,Texas,13.9
2018,48385,Real County,Texas,14
2018,48389,Reeves County,Texas,14
2018,48391,Refugio County,Texas,14
2018,48393,Roberts County,Texas,13.7
2018,48395,Robertson County,Texas,16.4
2018,48397,Rockwall County,Texas,16
2018,48399,Runnels County,Texas,14.1
2018,48403,Sabine County,Texas,14.5
2018,48405,San Augustine County,Texas,14.7
2018,48407,San Jacinto County,Texas,16.5
2018,48409,San Patricio County,Texas,18.9
2018,48411,San Saba County,Texas,14.3
2018,48413,Schleicher County,Texas,13.8
2018,48415,Scurry County,Texas,14.1
2018,48417,Shackelford County,Texas,13.7
2018,48419,Shelby County,Texas,17.4
2018,48421,Sherman County,Texas,14.1
2018,48425,Somervell County,Texas,14.6
2018,48429,Stephens County,Texas,15.5
2018,48431,Sterling County,Texas,14
2018,48433,Stonewall County,Texas,13.9
2018,48435,Sutton County,Texas,13.8
2018,48437,Swisher County,Texas,14.3
2018,48441,Taylor County,Texas,19.5
2018,48443,Terrell County,Texas,13.9
2018,48445,Terry County,Texas,14.1
2018,48447,Throckmorton County,Texas,14.4
2018,48449,Titus County,Texas,14
2018,48451,Tom Green County,Texas,16.6
2018,48453,Travis County,Texas,16.2
2018,48455,Trinity County,Texas,14.6
2018,48457,Tyler County,Texas,15.5
2018,48459,Upshur County,Texas,17.8
2018,48461,Upton County,Texas,14.3
2018,48463,Uvalde County,Texas,14.8
2018,48465,Val Verde County,Texas,14.6
2018,48471,Walker County,Texas,15.7
2018,48475,Ward County,Texas,14.6
2018,48481,Wharton County,Texas,17.2
2018,48483,Wheeler County,Texas,13.8
2018,48489,Willacy County,Texas,14.5
2018,48491,Williamson County,Texas,18.8
2018,48493,Wilson County,Texas,17.2
2018,48495,Winkler County,Texas,14
2018,48497,Wise County,Texas,19.1
2018,48499,Wood County,Texas,14.3
2018,48501,Yoakum County,Texas,14.4
2018,48505,Zapata County,Texas,14.2
2018,48507,Zavala County,Texas,14
2018,49001,Beaver County,Utah,16.7
2018,49003,Box Elder County,Utah,15.9
2018,49005,Cache County,Utah,14.7
2018,49009,Daggett County,Utah,14.8
2018,49011,Davis County,Utah,15.8
2018,49015,Emery County,Utah,16.8
2018,49017,Garfield County,Utah,18.4
2018,49019,Grand County,Utah,15.3
2018,49021,Iron County,Utah,16
2018,49023,Juab County,Utah,16
2018,49025,Kane County,Utah,16.3
2018,49027,Millard County,Utah,18.1
2018,49029,Morgan County,Utah,17
2018,49031,Piute County,Utah,15.9
2018,49033,Rich County,Utah,18.9
2018,49035,Salt Lake County,Utah,16.9
2018,49039,Sanpete County,Utah,17.7
2018,49041,Sevier County,Utah,18.4
2018,49043,Summit County,Utah,11.2
2018,49049,Utah County,Utah,16.7
2018,49051,Wasatch County,Utah,14.8
2018,49053,Washington County,Utah,15.8
2018,49055,Wayne County,Utah,11.8
2018,49057,Weber County,Utah,18.3
2018,50001,Addison County,Vermont,17.3
2018,50003,Bennington County,Vermont,17.8
2018,50007,Chittenden County,Vermont,13.3
2018,50015,Lamoille County,Vermont,17
2018,50017,Orange County,Vermont,16.5
2018,50023,Washington County,Vermont,14.1
2018,50025,Windham County,Vermont,15.9
2018,50027,Windsor County,Vermont,15.6
2018,51003,Albemarle County,Virginia,13
2018,51510,Alexandria City,Virginia,16
2018,51007,Amelia County,Virginia,19.1
2018,51009,Amherst County,Virginia,18.9
2018,51013,Arlington County,Virginia,12.9
2018,51017,Bath County,Virginia,16.5
2018,51019,Bedford County,Virginia,16
2018,51021,Bland County,Virginia,15.8
2018,51023,Botetourt County,Virginia,16.2
2018,51520,Bristol City,Virginia,15.7
2018,51530,Buena Vista City,Virginia,14
2018,51035,Carroll County,Virginia,19
2018,51036,Charles City County,Virginia,15.7
2018,51540,Charlottesville City,Virginia,15.7
2018,51043,Clarke County,Virginia,15.6
2018,51570,Colonial Heights City,Virginia,15.8
2018,51580,Covington City,Virginia,14.8
2018,51045,Craig County,Virginia,17.1
2018,51049,Cumberland County,Virginia,18.3
2018,51595,Emporia City,Virginia,14.7
2018,51057,Essex County,Virginia,17.9
2018,51600,Fairfax City,Virginia,15.8
2018,51059,Fairfax County,Virginia,14.1
2018,51610,Falls Church City,Virginia,13.7
2018,51063,Floyd County,Virginia,18.2
2018,51065,Fluvanna County,Virginia,18.6
2018,51620,Franklin City,Virginia,18.8
2018,51069,Frederick County,Virginia,18.4
2018,51630,Fredericksburg City,Virginia,18.4
2018,51640,Galax City,Virginia,13.8
2018,51073,Gloucester County,Virginia,17.8
2018,51075,Goochland County,Virginia,16.9
2018,51079,Greene County,Virginia,16.2
2018,51081,Greensville County,Virginia,17.4
2018,51085,Hanover County,Virginia,17.5
2018,51660,Harrisonburg City,Virginia,16.4
2018,51091,Highland County,Virginia,14.1
2018,51095,James City County,Virginia,14.8
2018,51097,King And Queen County,Virginia,16.5
2018,51101,King William County,Virginia,17.7
2018,51103,Lancaster County,Virginia,17.3
2018,51678,Lexington City,Virginia,15.1
2018,51107,Loudoun County,Virginia,15.5
2018,51109,Louisa County,Virginia,18.6
2018,51113,Madison County,Virginia,18
2018,51683,Manassas City,Virginia,19.1
2018,51685,Manassas Park City,Virginia,14.7
2018,51690,Martinsville City,Virginia,15.2
2018,51115,Mathews County,Virginia,16.8
2018,51119,Middlesex County,Virginia,18.7
2018,51121,Montgomery County,Virginia,17.5
2018,51125,Nelson County,Virginia,18.1
2018,51127,New Kent County,Virginia,17.5
2018,51131,Northampton County,Virginia,18.9
2018,51133,Northumberland County,Virginia,15
2018,51720,Norton City,Virginia,14.9
2018,51735,Poquoson City,Virginia,13.9
2018,51145,Powhatan County,Virginia,19.1
2018,51153,Prince William County,Virginia,18.8
2018,51750,Radford City,Virginia,15
2018,51157,Rappahannock County,Virginia,12.5
2018,51171,Shenandoah County,Virginia,19
2018,51179,Stafford County,Virginia,15.7
2018,51790,Staunton City,Virginia,15.5
2018,51181,Surry County,Virginia,15.7
2018,51183,Sussex County,Virginia,19.5
2018,51810,Virginia Beach City,Virginia,18.8
2018,51820,Waynesboro City,Virginia,16.6
2018,51193,Westmoreland County,Virginia,18.4
2018,51830,Williamsburg City,Virginia,15.7
2018,51840,Winchester City,Virginia,16.1
2018,51199,York County,Virginia,15
2018,53003,Asotin County,Washington,17.2
2018,53005,Benton County,Washington,16.3
2018,53007,Chelan County,Washington,19.1
2018,53009,Clallam County,Washington,15.7
2018,53011,Clark County,Washington,15.4
2018,53013,Columbia County,Washington,17.6
2018,53015,Cowlitz County,Washington,19.1
2018,53017,Douglas County,Washington,17.1
2018,53019,Ferry County,Washington,14.5
2018,53021,Franklin County,Washington,18.1
2018,53029,Island County,Washington,15.3
2018,53031,Jefferson County,Washington,11.5
2018,53033,King County,Washington,12.7
2018,53035,Kitsap County,Washington,17.2
2018,53037,Kittitas County,Washington,17.2
2018,53039,Klickitat County,Washington,15.5
2018,53041,Lewis County,Washington,19.4
2018,53043,Lincoln County,Washington,18.1
2018,53045,Mason County,Washington,17.6
2018,53053,Pierce County,Washington,17.9
2018,53055,San Juan County,Washington,11.9
2018,53057,Skagit County,Washington,15.4
2018,53059,Skamania County,Washington,16.6
2018,53061,Snohomish County,Washington,16.9
2018,53063,Spokane County,Washington,17
2018,53065,Stevens County,Washington,19.4
2018,53067,Thurston County,Washington,13.4
2018,53069,Wahkiakum County,Washington,18.3
2018,53071,Walla Walla County,Washington,14.6
2018,53073,Whatcom County,Washington,12.6
2018,53075,Whitman County,Washington,16.7
2018,54013,Calhoun County,West Virginia,17.9
2018,54017,Doddridge County,West Virginia,17
2018,54021,Gilmer County,West Virginia,14.5
2018,54025,Greenbrier County,West Virginia,19.4
2018,54037,Jefferson County,West Virginia,18.8
2018,54061,Monongalia County,West Virginia,19
2018,54073,Pleasants County,West Virginia,16.4
2018,54075,Pocahontas County,West Virginia,16.5
2018,54085,Ritchie County,West Virginia,18.1
2018,54093,Tucker County,West Virginia,14.7
2018,55001,Adams County,Wisconsin,18.5
2018,55003,Ashland County,Wisconsin,15.2
2018,55005,Barron County,Wisconsin,17
2018,55007,Bayfield County,Wisconsin,17.1
2018,55009,Brown County,Wisconsin,17.3
2018,55011,Buffalo County,Wisconsin,15
2018,55013,Burnett County,Wisconsin,17.8
2018,55015,Calumet County,Wisconsin,13.4
2018,55017,Chippewa County,Wisconsin,16.9
2018,55019,Clark County,Wisconsin,18.4
2018,55021,Columbia County,Wisconsin,19.2
2018,55023,Crawford County,Wisconsin,15.2
2018,55025,Dane County,Wisconsin,14.4
2018,55027,Dodge County,Wisconsin,19.2
2018,55029,Door County,Wisconsin,15.3
2018,55031,Douglas County,Wisconsin,15.2
2018,55033,Dunn County,Wisconsin,18.2
2018,55035,Eau Claire County,Wisconsin,17
2018,55037,Florence County,Wisconsin,17
2018,55039,Fond Du Lac County,Wisconsin,19.1
2018,55041,Forest County,Wisconsin,17.7
2018,55043,Grant County,Wisconsin,16.8
2018,55045,Green County,Wisconsin,17.4
2018,55047,Green Lake County,Wisconsin,19
2018,55049,Iowa County,Wisconsin,13.7
2018,55051,Iron County,Wisconsin,15.6
2018,55053,Jackson County,Wisconsin,15.8
2018,55055,Jefferson County,Wisconsin,18.2
2018,55057,Juneau County,Wisconsin,19.3
2018,55061,Kewaunee County,Wisconsin,17
2018,55063,La Crosse County,Wisconsin,16.9
2018,55065,Lafayette County,Wisconsin,16.1
2018,55067,Langlade County,Wisconsin,17.2
2018,55069,Lincoln County,Wisconsin,17.1
2018,55071,Manitowoc County,Wisconsin,15.7
2018,55073,Marathon County,Wisconsin,19.5
2018,55075,Marinette County,Wisconsin,17.2
2018,55077,Marquette County,Wisconsin,18.2
2018,55081,Monroe County,Wisconsin,18.1
2018,55083,Oconto County,Wisconsin,16.2
2018,55085,Oneida County,Wisconsin,16.7
2018,55087,Outagamie County,Wisconsin,16.2
2018,55089,Ozaukee County,Wisconsin,13.7
2018,55091,Pepin County,Wisconsin,16.1
2018,55093,Pierce County,Wisconsin,12.6
2018,55095,Polk County,Wisconsin,16.7
2018,55097,Portage County,Wisconsin,17.2
2018,55099,Price County,Wisconsin,18.3
2018,55103,Richland County,Wisconsin,16.1
2018,55105,Rock County,Wisconsin,19.1
2018,55111,Sauk County,Wisconsin,18.9
2018,55109,St. Croix County,Wisconsin,18.1
2018,55121,Trempealeau County,Wisconsin,17.5
2018,55123,Vernon County,Wisconsin,14.1
2018,55125,Vilas County,Wisconsin,17.3
2018,55131,Washington County,Wisconsin,15.1
2018,55133,Waukesha County,Wisconsin,15.3
2018,55135,Waupaca County,Wisconsin,18.9
2018,55137,Waushara County,Wisconsin,18.9
2018,55139,Winnebago County,Wisconsin,17.9
2018,55141,Wood County,Wisconsin,15.1
2018,56001,Albany County,Wyoming,15.5
2018,56017,Hot Springs County,Wyoming,19.1
2018,56019,Johnson County,Wyoming,16.7
2018,56023,Lincoln County,Wyoming,18.6
2018,56027,Niobrara County,Wyoming,17.3
2018,56031,Platte County,Wyoming,18.5
2018,56033,Sheridan County,Wyoming,19.5
2018,56035,Sublette County,Wyoming,16.7
2018,56039,Teton County,Wyoming,10.7